# Sequence file : ecoli_cds.fasta
# Uncap option is used.

# Sequence_name	Start_pos	End_pos	Stopped_or_skipped	Transit_path_length	Prob_log_score	HT_index
AAC75223.1	1	313	None	312	-1194.632	-3.828947
AAC75224.1	1	219	None	218	-856.9663	-3.931038
AAC75225.1	1	416	None	415	-1557.185	-3.752254
AAC75226.1	1	312	None	311	-1159.54	-3.728424
AAC75227.1	1	313	None	312	-1223.557	-3.921659
AAC75228.1	1	563	None	562	-2081.423	-3.7036
AAC75229.1	1	312	None	311	-1182.116	-3.801015
AAC75230.1	1	376	None	375	-1401.28	-3.736746
AAC75231.1	1	393	None	392	-1495.054	-3.813912
ABD18689.1	1	84	None	83	-331.3765	-3.992488
AAC75232.2	1	190	None	189	-699.87	-3.703016
AAC75233.1	1	488	None	487	-1868.898	-3.837573
AAC75234.1	1	328	None	327	-1254.42	-3.836147
AAC75235.2	1	237	None	236	-912.5687	-3.866816
AAC75236.1	1	188	None	187	-744.734	-3.982535
AAC75237.1	1	518	None	517	-2001.812	-3.871976
AAC75238.2	1	604	None	603	-2329.829	-3.863729
AAC75239.1	1	364	None	363	-1352.222	-3.72513
AAC75240.1	1	341	None	340	-1294.694	-3.807924
AAC75241.1	1	529	None	528	-2033.312	-3.850969
AAC75242.1	1	114	None	113	-449.1617	-3.974882
AAC75243.1	1	396	None	395	-1504.455	-3.808748
AAC75244.1	1	231	None	230	-868.7909	-3.777352
AAC75245.1	1	586	None	585	-2205.541	-3.770156
AAC75246.1	1	94	None	93	-353.0867	-3.796631
AAC75247.1	1	335	None	334	-1248.279	-3.737363
AAC75248.1	1	75	None	74	-284.3408	-3.842443
AAC75249.1	1	586	None	585	-2237.778	-3.825261
AAC75252.1	1	338	None	337	-1329.719	-3.945753
AAC75253.1	1	215	None	214	-807.5346	-3.773526
AAC75254.1	1	350	None	349	-1304.962	-3.739146
AAC75255.1	1	185	None	184	-683.8206	-3.716416
AAC75256.1	1	647	None	646	-2418.89	-3.744411
AAC75257.1	1	159	None	158	-586.9795	-3.71506
AAC75258.1	1	69	None	68	-251.7386	-3.702038
AAC75259.1	1	245	None	244	-915.9222	-3.753779
AAC75260.1	1	220	None	219	-823.7377	-3.761359
AAC75261.2	1	207	None	206	-802.9887	-3.898004
AAC75262.1	1	200	None	199	-775.8556	-3.898772
AAC75263.2	1	149	None	148	-573.3488	-3.873979
AAC75264.1	1	287	None	286	-1117.605	-3.907709
AAC75265.1	1	231	None	230	-891.6832	-3.876883
AAC75266.1	1	828	None	827	-3100.987	-3.749682
AAC75267.1	1	87	None	86	-327.0604	-3.803028
AAC75268.1	1	164	None	163	-666.2491	-4.087418
AAC75269.1	1	162	None	161	-607.5017	-3.773303
AAC75270.1	1	548	None	547	-2053.419	-3.753964
AAC75271.1	1	547	None	546	-2026.543	-3.711618
AAC75272.1	1	216	None	215	-825.3587	-3.838878
AAC75273.1	1	354	None	353	-1353.875	-3.835339
AAC75274.1	1	351	None	350	-1310.622	-3.744634
AAC75275.1	1	367	None	366	-1407.902	-3.846726
AAC75276.1	1	890	None	889	-3425.303	-3.852984
AAC75277.1	1	216	None	215	-816.1368	-3.795985
AAC75278.2	1	949	None	948	-3665.284	-3.866334
AAC75279.1	1	608	None	607	-2352.419	-3.875485
AAC75280.1	1	461	None	460	-1785.764	-3.882096
AAC75281.1	1	220	None	219	-848.6079	-3.874922
AAC75282.1	1	216	None	215	-833.07	-3.874744
AAC75283.1	1	440	None	439	-1684.635	-3.837436
AAC75284.1	1	394	None	393	-1505.28	-3.830228
AAC75285.1	1	258	None	257	-999.5242	-3.889199
AAC75286.1	1	549	None	548	-2134.449	-3.89498
AAC75289.2	1	207	None	206	-811.1419	-3.937582
AAC75290.2	1	562	None	561	-2132.323	-3.800932
AAC75291.1	1	875	None	874	-3250.598	-3.719219
AAC75292.1	1	240	None	239	-896.6346	-3.751609
AAC75293.1	1	1250	None	1249	-4835.624	-3.871597
AAC75294.1	1	761	None	760	-2861.52	-3.765158
AAC75295.1	1	376	None	375	-1408.839	-3.756904
AAC75296.1	1	84	None	83	-323.4846	-3.897405
AAC75297.1	1	216	None	215	-831.5664	-3.867751
AAC75299.1	1	358	None	357	-1358.972	-3.806645
AAC75300.1	1	452	None	451	-1714.782	-3.802177
AAC75301.1	1	542	None	541	-2036.634	-3.764572
AAC75302.1	1	419	None	418	-1596.707	-3.819874
AAC75303.1	1	396	None	395	-1499.287	-3.795663
AAC75304.1	1	299	None	298	-1163.73	-3.905135
AAC75305.1	1	267	None	266	-1017.177	-3.823975
AAC75306.2	1	429	None	428	-1630.649	-3.809927
AAC75307.2	1	401	None	400	-1521.792	-3.80448
AAC75308.1	1	260	None	259	-1018.192	-3.931245
AAC75309.1	1	400	None	399	-1522.906	-3.816807
AAC75310.2	1	180	None	179	-675.3319	-3.772804
AAC75311.1	1	141	None	140	-550.3169	-3.930835
AAC75312.1	1	200	None	199	-788.3954	-3.961786
AAC75313.3	1	379	None	378	-1460.144	-3.862815
AAC75314.1	1	322	None	321	-1229.436	-3.830019
AAC75315.1	1	660	None	659	-2502.284	-3.797092
AAC75316.1	1	296	None	295	-1129.267	-3.828024
AAC75317.1	1	550	None	549	-2108.67	-3.840929
ABD18693.1	1	111	None	110	-420.302	-3.820927
AAC75318.2	1	128	None	127	-496.0067	-3.905565
AAC75319.2	1	88	None	87	-348.7771	-4.008932
AAC75320.1	1	451	None	450	-1712.187	-3.80486
AAC75321.1	1	320	None	319	-1197.58	-3.75417
AAC75322.1	1	285	None	284	-1059.537	-3.730763
AAC75323.1	1	252	None	251	-959.4772	-3.822618
AAC75324.1	1	556	None	555	-2066.867	-3.724084
AAC75325.2	1	431	None	430	-1652.645	-3.84336
AAC75326.1	1	101	None	100	-383.4298	-3.834298
AAC75327.1	1	153	None	152	-590.8075	-3.886892
AAC75328.2	1	305	None	304	-1187.002	-3.904613
AAC75329.1	1	403	None	402	-1659.838	-4.12895
AAC75330.1	1	575	None	574	-2246.925	-3.914503
AAC75331.2	1	323	None	322	-1287.015	-3.996941
AAC75332.1	1	167	None	166	-654.2517	-3.941275
AAC75333.1	1	238	None	237	-971.6002	-4.099579
AAC75334.2	1	140	None	139	-567.3859	-4.081913
AAC75335.2	1	282	None	281	-1143.645	-4.069912
AAC75336.2	1	485	None	484	-1800.395	-3.719824
AAC75337.1	1	509	None	508	-1894.927	-3.730172
AAC75338.1	1	613	None	612	-2274.657	-3.71676
AAC75339.1	1	100	None	99	-376.3305	-3.801318
AAC75340.1	1	184	None	183	-687.0022	-3.754111
AAC75341.1	1	180	None	179	-686.2056	-3.833551
AAC75342.1	1	325	None	324	-1208.502	-3.729943
AAC75343.2	1	908	None	907	-3385.667	-3.732819
AAC75344.1	1	445	None	444	-1661.691	-3.742547
AAC75345.1	1	166	None	165	-629.9882	-3.81811
AAC75346.2	1	596	None	595	-2228.305	-3.745051
AAC75347.1	1	220	None	219	-837.9942	-3.826458
AAC75348.1	1	147	None	146	-564.3464	-3.865386
AAC75349.1	1	312	None	311	-1219.679	-3.921796
AAC75350.1	1	405	None	404	-1548.162	-3.832085
AAC75351.1	1	199	None	198	-751.5472	-3.795693
AAC75352.1	1	610	None	609	-2320.541	-3.810412
AAC75353.2	1	216	None	215	-832.2912	-3.871122
AAC75354.2	1	164	None	163	-621.8765	-3.815193
AAC75355.1	1	151	None	150	-587.1193	-3.914129
AAC75356.1	1	400	None	399	-1513.052	-3.79211
AAC75357.1	1	714	None	713	-2694.838	-3.779577
AAC75358.2	1	506	None	505	-1911.866	-3.785873
AAC75359.1	1	180	None	179	-687.2885	-3.839601
AAC75360.1	1	184	None	183	-707.5266	-3.866265
AAC75361.1	1	214	None	213	-819.9895	-3.849716
AAC75362.1	1	215	None	214	-835.2951	-3.903248
AAC75363.1	1	120	None	119	-454.6211	-3.820346
AAC75364.1	1	297	None	296	-1123.55	-3.795777
AAC75365.1	1	296	None	295	-1170.288	-3.967079
AAC75366.1	1	257	None	256	-974.9301	-3.808321
AAC75367.1	1	238	None	237	-910.1878	-3.840455
AAC75368.1	1	228	None	227	-869.2805	-3.829429
AAC75369.1	1	260	None	259	-977.8269	-3.775393
AAC75370.1	1	260	None	259	-986.868	-3.810301
AAC75371.1	1	189	None	188	-711.4317	-3.784211
AAC75372.1	1	505	None	504	-1898.12	-3.76611
AAC75373.1	1	162	None	161	-630.121	-3.913795
AAC75374.2	1	220	None	219	-831.7655	-3.798016
AAC75375.1	1	422	None	421	-1588.667	-3.773555
AAC75376.1	1	304	None	303	-1154.196	-3.809229
AAC75377.1	1	219	None	218	-825.7486	-3.787838
AAC75378.1	1	270	None	269	-1049.184	-3.90031
AAC75379.1	1	337	None	336	-1256.917	-3.740825
AAC75380.1	1	378	None	377	-1437.417	-3.812777
AAC75381.1	1	331	None	330	-1263.518	-3.828841
AAC75382.1	1	392	None	391	-1497.102	-3.828904
AAC75383.1	1	406	None	405	-1531.187	-3.780709
AAC75384.2	1	668	None	667	-2582.378	-3.871631
AAC75385.1	1	92	None	91	-340.8244	-3.745323
AAC75386.1	1	182	None	181	-687.6236	-3.799026
AAC75387.1	1	269	None	268	-1024.683	-3.823444
AAC75388.1	1	274	None	273	-1053.731	-3.859819
AAC75389.1	1	361	None	360	-1344.279	-3.734109
AAC75390.2	1	310	None	309	-1142.162	-3.696319
AAC75391.1	1	183	None	182	-688.6564	-3.783826
AAC75392.2	1	273	None	272	-1134.963	-4.172657
AAC75393.1	1	179	None	178	-697.8826	-3.920689
AAC75394.1	1	162	None	161	-640.5383	-3.978499
AAC75395.1	1	170	None	169	-675.3819	-3.996343
AAC75396.1	1	250	None	249	-951.2124	-3.82013
AAC75399.1	1	187	None	186	-704.0165	-3.785035
AAC75400.1	1	161	None	160	-616.2875	-3.851797
AAC75401.1	1	714	None	713	-2738.686	-3.841074
AAC75402.1	1	436	None	435	-1650.248	-3.793674
AAC75403.2	1	94	None	93	-351.597	-3.780613
AAC75404.2	1	446	None	445	-1728.161	-3.883508
AAC75405.1	1	352	None	351	-1438.808	-4.099168
AAC75406.1	1	251	None	250	-962.0891	-3.848356
AAC75407.1	1	310	None	309	-1174.81	-3.801973
AAC75408.1	1	385	None	384	-1551.512	-4.040396
AAC75409.1	1	120	None	119	-509.4997	-4.28151
AAC75410.1	1	306	None	305	-1273.542	-4.175546
AAC75411.1	1	443	None	442	-1898.042	-4.294212
AAC75413.1	1	146	None	145	-572.4253	-3.947761
AAC75416.1	1	164	None	163	-669.6447	-4.10825
AAC75418.2	1	120	None	119	-460.8762	-3.872909
AAC75419.1	1	274	None	273	-1041.237	-3.814056
AAC75420.2	1	178	None	177	-686.1651	-3.876639
AAC75421.1	1	120	None	119	-470.4852	-3.953657
AAC75422.1	1	101	None	100	-400.1678	-4.001678
ABD18695.1	1	66	None	65	-264.2073	-4.064727
AAC75423.1	1	311	None	310	-1236.264	-3.987948
AAC75424.1	1	445	None	444	-1738.434	-3.915392
AAC75425.1	1	442	None	441	-1700.006	-3.854889
AAC75426.1	1	512	None	511	-2095.937	-4.101637
AAC75427.1	1	387	None	386	-1552.433	-4.021846
AAC75428.1	1	204	None	203	-804.0384	-3.96078
AAC75429.1	1	1197	None	1196	-4865.524	-4.068164
AAC75430.2	1	381	None	380	-1534.474	-4.038091
AAC75431.1	1	314	None	313	-1260.023	-4.025631
AAC75432.1	1	564	None	563	-2205.69	-3.917743
AAC75433.1	1	416	None	415	-1606.966	-3.872207
AAC75434.1	1	211	None	210	-809.4158	-3.854361
AAC75435.1	1	91	None	90	-381.7483	-4.241648
AAC75436.1	1	80	None	79	-314.8598	-3.985567
AAC75437.2	1	306	None	305	-1183.29	-3.879638
ACO60002.1	1	23	None	22	-84.01766	-3.818984
AAC75438.1	1	412	None	411	-1544.041	-3.75679
AAC75439.1	1	565	None	564	-2147.418	-3.807479
AAC75440.1	1	244	None	243	-906.604	-3.730881
AAC75441.1	1	285	None	284	-1079.732	-3.801875
AAC75442.1	1	831	None	830	-3082.372	-3.713701
AAC75443.1	1	345	None	344	-1304.798	-3.793018
AAC75444.1	1	361	None	360	-1360.197	-3.778325
AAC75445.1	1	415	None	414	-1564.756	-3.779603
AAC75446.1	1	108	None	107	-389.75	-3.642523
AAC75447.1	1	321	None	320	-1214.411	-3.795033
AAC75448.1	1	418	None	417	-1612.645	-3.867255
AAC75449.1	1	108	None	107	-418.039	-3.906907
AAC75451.1	1	412	None	411	-1549.062	-3.769007
AAC75452.1	1	400	None	399	-1494.94	-3.746717
AAC75453.2	1	370	None	369	-1493.565	-4.0476
AAC75454.2	1	729	None	728	-2831.306	-3.889157
AAC75455.2	1	114	None	113	-434.776	-3.847575
AAC75456.3	1	130	None	129	-501.9512	-3.891095
AAC75457.1	1	471	None	470	-1755.335	-3.734755
AAC75458.1	1	294	None	293	-1155.058	-3.942176
AAC75459.1	1	418	None	417	-1623.795	-3.893992
AAC75460.1	1	277	None	276	-1078.931	-3.909169
AAC75461.1	1	254	None	253	-986.401	-3.898818
AAC75462.1	1	308	None	307	-1189.308	-3.873968
AAC75463.1	1	332	None	331	-1272.068	-3.843105
ABD18696.1	1	72	None	71	-267.7701	-3.771409
AAC75464.1	1	671	None	670	-2502.601	-3.735225
AAC75465.1	1	328	None	327	-1268.628	-3.879597
AAC75466.1	1	253	None	252	-976.8921	-3.876556
AAC75467.1	1	323	None	322	-1202.351	-3.73401
AAC75468.1	1	85	None	84	-321.1433	-3.823134
AAC75469.1	1	575	None	574	-2185.224	-3.807011
AAC75470.1	1	169	None	168	-626.5083	-3.729216
AAC75471.1	1	283	None	282	-1073.757	-3.80765
AAC75472.1	1	124	None	123	-482.1699	-3.92008
AAC75473.1	1	244	None	243	-970.2714	-3.992887
AAC75474.1	1	303	None	302	-1121.502	-3.713582
AAC75475.1	1	365	None	364	-1349.183	-3.706546
AAC75476.2	1	291	None	290	-1060.804	-3.657943
AAC75477.1	1	277	None	276	-1025.232	-3.714608
AAC75478.1	1	338	None	337	-1246.651	-3.699262
AAC75479.2	1	263	None	262	-987.7248	-3.769942
AAC75480.1	1	285	None	284	-1085.687	-3.822843
AAC75481.1	1	298	None	297	-1104.99	-3.720504
AAC75482.1	1	474	None	473	-1765.218	-3.731962
AAC75483.2	1	434	None	433	-1644.02	-3.796814
AAC75484.2	1	299	None	298	-1104.528	-3.706471
AAC75485.1	1	191	None	190	-726.4675	-3.823513
AAC75486.2	1	149	None	148	-563.121	-3.804872
AAC75487.2	1	141	None	140	-537.8666	-3.841904
AAC75488.1	1	289	None	288	-1095.461	-3.803683
AAC75489.1	1	299	None	298	-1141.649	-3.831036
AAC75490.1	1	350	None	349	-1331.668	-3.815668
AAC75491.2	1	166	None	165	-634.3073	-3.844287
AAC75492.1	1	219	None	218	-827.4006	-3.795416
AAC75493.1	1	295	None	294	-1111.72	-3.781362
AAC75494.2	1	453	None	452	-1701.348	-3.764045
AAC75495.2	1	402	None	401	-1649.609	-4.113738
AAC75496.1	1	213	None	212	-891.2809	-4.204155
AAC75497.1	1	81	None	80	-323.1882	-4.039852
AAC75498.2	1	122	None	121	-496.7029	-4.104982
AAC75499.1	1	138	None	137	-554.8648	-4.050108
AAC75500.1	1	197	None	196	-786.4337	-4.012417
AAC75501.2	1	125	None	124	-503.4497	-4.060078
AAC75502.1	1	130	None	129	-510.4535	-3.957004
AAC75503.2	1	269	None	268	-1054.944	-3.936358
AAC75504.1	1	467	None	466	-1745.076	-3.744798
AAC75505.1	1	408	None	407	-1513.724	-3.719223
AAC75506.2	1	395	None	394	-1484.838	-3.768624
AAC75507.1	1	278	None	277	-1047.43	-3.781337
AAC75508.1	1	467	None	466	-1724.843	-3.70138
AAC75509.1	1	95	None	94	-357.0199	-3.798084
AAC75510.2	1	97	None	96	-361.6838	-3.76754
AAC75511.1	1	338	None	337	-1264.053	-3.750899
AAC75512.1	1	267	None	266	-992.3059	-3.730473
AAC75513.1	1	233	None	232	-876.4608	-3.777848
AAC75514.1	1	159	None	158	-605.2863	-3.830926
AAC75515.2	1	111	None	110	-410.8471	-3.734974
AAC75516.1	1	759	None	758	-2817.837	-3.717463
AAC75517.1	1	316	None	315	-1204.243	-3.822995
AAC75518.1	1	667	None	666	-2498.887	-3.752083
AAC75519.1	1	347	None	346	-1332.916	-3.852359
AAC75520.1	1	191	None	190	-715.2401	-3.764421
AAC75521.1	1	659	None	658	-2523.584	-3.835234
AAC75522.1	1	566	None	565	-2162.777	-3.827923
AAC75523.1	1	1037	None	1036	-3898.955	-3.76347
ABP93450.1	1	19	None	18	-69.67821	-3.871012
AAC75524.1	1	118	None	117	-445.8692	-3.810848
AAC75525.1	1	375	None	374	-1427.845	-3.817766
ABD18697.1	1	66	None	65	-254.4717	-3.91495
AAC75526.2	1	232	None	231	-874.0737	-3.783869
AAC75527.1	1	671	None	670	-2592.012	-3.868675
AAC75528.1	1	287	None	286	-1104.996	-3.863624
AAC75529.1	1	237	None	236	-879.2153	-3.725489
AAC75530.2	1	344	None	343	-1313.059	-3.828161
AAC75531.1	1	292	None	291	-1129.106	-3.880091
AAC75532.2	1	190	None	189	-740.5998	-3.918517
AAC75533.1	1	156	None	155	-592.4841	-3.822478
AAC75534.2	1	205	None	204	-815.2724	-3.996434
AAC75535.1	1	672	None	671	-2582.925	-3.849366
AAC75536.2	1	315	None	314	-1195.401	-3.807008
AAC75537.1	1	479	None	478	-1799.487	-3.764618
AAC75538.1	1	216	None	215	-810.0711	-3.767773
AAC75539.1	1	526	None	525	-2012.392	-3.833128
AAC75540.1	1	555	None	554	-2095.46	-3.782418
AAC75541.1	1	181	None	180	-698.5119	-3.880621
AAC75542.1	1	252	None	251	-984.0857	-3.92066
AAC75543.2	1	137	None	136	-531.3996	-3.90735
AAC75544.2	1	670	None	669	-2594.442	-3.878089
AAC75545.1	1	282	None	281	-1080.629	-3.845653
AAC75546.1	1	353	None	352	-1303.989	-3.704515
AAC75547.1	1	487	None	486	-1816.148	-3.736931
AAC75548.1	1	119	None	118	-434.504	-3.682237
AAC75549.2	1	233	None	232	-886.703	-3.821996
AAC75550.1	1	429	None	428	-1618.389	-3.781283
AAC75551.2	1	208	None	207	-777.4647	-3.755868
AAC75552.1	1	345	None	344	-1278.222	-3.715761
AAC75553.1	1	212	None	211	-789.8035	-3.743144
AAC75554.1	1	688	None	687	-2593.143	-3.77459
AAC75555.1	1	513	None	512	-1947.589	-3.803884
AAC75556.1	1	747	None	746	-2897.11	-3.883526
AAC75557.1	1	63	None	62	-246.7002	-3.979035
AAC75558.1	1	172	None	171	-678.7226	-3.969138
AAC75559.1	1	179	None	178	-672.911	-3.780399
AAC75560.1	1	525	None	524	-1953.278	-3.72763
AAC75561.1	1	488	None	487	-1816.725	-3.730442
AAC75562.1	1	456	None	455	-1740.999	-3.826372
AAC75563.2	1	71	None	70	-281.947	-4.027814
AAC75564.2	1	490	None	489	-1842.267	-3.767417
AAC75565.1	1	392	None	391	-1483.071	-3.79302
AAC75566.1	1	206	None	205	-773.0604	-3.771026
AAC75567.1	1	424	None	423	-1610.823	-3.808093
AAC75568.1	1	372	None	371	-1381.525	-3.723788
AAC75569.1	1	337	None	336	-1307.765	-3.892157
AAC75570.1	1	384	None	383	-1434.522	-3.745487
AAC75571.1	1	143	None	142	-529.6956	-3.730251
AAC75572.1	1	770	None	769	-2989.298	-3.887254
AAC75573.1	1	1653	None	1652	-6214.769	-3.761967
AAC75574.2	1	281	None	280	-1073.213	-3.832904
AAC75575.2	1	258	None	257	-975.9665	-3.797535
AAC75576.2	1	427	None	426	-1587.824	-3.727286
AAC75577.1	1	66	None	65	-247.6335	-3.809746
AAC75578.1	1	111	None	110	-420.9973	-3.827248
AAC75579.1	1	616	None	615	-2273.279	-3.696389
AAC75580.1	1	171	None	170	-629.0398	-3.700234
AAC75581.1	1	107	None	106	-405.9874	-3.83007
AAC75582.1	1	128	None	127	-474.1152	-3.733191
AAT48142.1	1	404	None	403	-1504.902	-3.734247
AAC75584.1	1	162	None	161	-611.7636	-3.799774
AAC75585.1	1	246	None	245	-897.8487	-3.664689
AAC75586.1	1	267	None	266	-995.8433	-3.743772
AAC75587.2	1	284	None	283	-1093.495	-3.863939
AAC75588.2	1	426	None	425	-1664.409	-3.916258
AAC75589.1	1	379	None	378	-1450.107	-3.836261
AAC75590.1	1	296	None	295	-1127.871	-3.823291
AGW80435.1	1	21	None	20	-74.70981	-3.73549
AAC75591.1	1	453	None	452	-1742.507	-3.855105
AAC75592.1	1	172	None	171	-662.3844	-3.873593
AAC75593.1	1	106	None	105	-413.1377	-3.934645
AAC75594.1	1	270	None	269	-1005.525	-3.73801
AAC75595.1	1	400	None	399	-1519.842	-3.809128
AAC75596.2	1	140	None	139	-535.7276	-3.854155
AAC75597.1	1	290	None	289	-1112.72	-3.850241
AAC75598.2	1	353	None	352	-1317.721	-3.743524
AAC75599.1	1	332	None	331	-1224.766	-3.700199
AAC75600.1	1	503	None	502	-1882.2	-3.749402
AAC75601.1	1	327	None	326	-1236.968	-3.794381
AAC75602.2	1	1093	None	1092	-4106.858	-3.760859
AAC75603.2	1	397	None	396	-1503.788	-3.797445
AAC75604.1	1	417	None	416	-1546.07	-3.716513
AAC75605.1	1	396	None	395	-1480.511	-3.748128
AAC75606.1	1	112	None	111	-412.2714	-3.714157
AAC75607.1	1	444	None	443	-1650.14	-3.724922
AAC75608.1	1	237	None	236	-899.5145	-3.811502
AAC75609.2	1	475	None	474	-1826.936	-3.854295
AAT48143.1	1	1295	None	1294	-4806.658	-3.714574
AAC75611.2	1	518	None	517	-1963.971	-3.798783
AAC75612.2	1	167	None	166	-635.6785	-3.829389
AAC75613.2	1	211	None	210	-814.9794	-3.880854
AAC75614.2	1	282	None	281	-1066.852	-3.796628
AAC75615.1	1	86	None	85	-343.2183	-4.037862
ACO60003.1	1	26	None	25	-102.3424	-4.093698
AAC75616.1	1	126	None	125	-473.4403	-3.787522
AAC75617.1	1	243	None	242	-878.661	-3.630831
AAC75618.1	1	242	None	241	-935.2222	-3.88059
AAC75619.1	1	301	None	300	-1122.657	-3.74219
AAC75620.1	1	226	None	225	-863.4006	-3.837336
AAC75621.1	1	324	None	323	-1223.499	-3.787924
AAC75622.1	1	599	None	598	-2244.115	-3.752701
AAC75623.1	1	159	None	158	-619.6546	-3.921865
AAC75624.1	1	318	None	317	-1232.059	-3.886622
AAC75625.1	1	216	None	215	-835.8235	-3.887551
AAC75626.1	1	191	None	190	-762.2588	-4.011889
AAC75627.1	1	540	None	539	-2077.046	-3.853518
AAC75628.2	1	245	None	244	-940.4986	-3.854502
AAC75629.1	1	444	None	443	-1654.614	-3.73502
AAC75630.2	1	293	None	292	-1160.457	-3.974169
AAC75631.1	1	195	None	194	-758.0117	-3.907277
AAC75632.1	1	127	None	126	-471.2172	-3.739819
AAC75633.1	1	229	None	228	-867.3675	-3.804244
AAC75634.1	1	345	None	344	-1297.037	-3.770455
AAC75635.1	1	139	None	138	-539.4084	-3.908757
AAC75636.2	1	232	None	231	-909.3052	-3.936386
AAC75637.1	1	886	None	885	-3393.239	-3.834169
AAC75638.2	1	451	None	450	-1721.549	-3.825665
AAC75639.2	1	107	None	106	-417.6398	-3.939998
AAC75640.1	1	432	None	431	-1730.329	-4.014685
AAC75641.1	1	857	None	856	-3196.57	-3.734311
AAC75642.1	1	243	None	242	-953.9705	-3.942027
AAC75643.1	1	326	None	325	-1239.037	-3.812421
AAC75644.1	1	245	None	244	-935.0205	-3.832051
AAC75646.1	1	113	None	112	-428.9287	-3.82972
AAC75647.1	1	15	None	14	-58.37841	-4.169887
AAC75648.1	1	386	None	385	-1473.865	-3.82822
AAC75649.1	1	373	None	372	-1406.343	-3.780492
AAC75650.1	1	356	None	355	-1359.531	-3.829665
AAC75651.2	1	121	None	120	-477.3625	-3.978021
AAC75652.1	1	172	None	171	-685.3698	-4.00801
AAC75653.1	1	408	None	407	-1579.433	-3.880672
AAC75654.1	1	160	None	159	-649.4675	-4.084701
AAC75655.1	1	115	None	114	-439.9225	-3.858969
AAC75656.1	1	255	None	254	-1000.831	-3.940279
AAC75657.2	1	182	None	181	-712.1803	-3.934698
AAC75658.1	1	82	None	81	-310.1379	-3.828863
AAC75659.1	1	453	None	452	-1680.19	-3.717234
AAC75660.2	1	263	None	262	-1000.225	-3.817651
AAT48144.3	1	428	None	427	-1607.79	-3.765316
AAC75663.1	1	197	None	196	-725.5473	-3.701772
AAC75664.1	1	292	None	291	-1138.042	-3.910797
AAT48145.1	1	553	None	552	-2104.634	-3.812743
AAC75666.2	1	113	None	112	-434.4632	-3.879136
AAC75667.2	1	96	None	95	-366.6045	-3.858995
AAC75668.1	1	158	None	157	-627.5757	-3.997298
AAC75669.1	1	160	None	159	-613.4963	-3.858467
AAC75670.1	1	413	None	412	-1690.488	-4.103127
AAC75671.1	1	318	None	317	-1328.456	-4.190714
AAC75672.1	1	70	None	69	-288.4179	-4.17997
AAC75673.1	1	469	None	468	-1931.376	-4.126872
AAC75674.1	1	208	None	207	-886.5068	-4.282641
AAC75675.1	1	729	None	728	-2981.78	-4.095852
AAC75676.1	1	538	None	537	-2253.235	-4.195969
AAC75677.1	1	87	None	86	-356.0619	-4.140254
AAC75678.1	1	357	None	356	-1485.76	-4.173482
AAC75679.2	1	123	None	122	-502.4375	-4.11834
AAT48146.1	1	287	None	286	-1135.814	-3.971376
AAC75681.1	1	273	None	272	-1074.778	-3.95139
AAC75682.1	1	233	None	232	-920.836	-3.969121
AAC75683.2	1	78	None	77	-293.8672	-3.816457
AAC75684.2	1	147	None	146	-573.0933	-3.925297
AAC75685.1	1	155	None	154	-622.7349	-4.043733
AAC75690.1	1	567	None	566	-2377.273	-4.200129
AAC75691.1	1	152	None	151	-591.7214	-3.918685
AAC75692.1	1	160	None	159	-619.5139	-3.896314
ABD18698.1	1	66	None	65	-269.3061	-4.14317
AAC75693.1	1	105	None	104	-416.6122	-4.005886
AAC75694.1	1	109	None	108	-434.1002	-4.019446
AAC75695.2	1	1526	None	1525	-6091.6	-3.994491
AAC75706.2	1	325	None	324	-1220.827	-3.767986
AAC75707.2	1	422	None	421	-1619.387	-3.846525
AAC75708.1	1	482	None	481	-1762.384	-3.664
AAC75709.1	1	426	None	425	-1582.271	-3.72299
AAC75710.1	1	466	None	465	-1786.18	-3.841246
AAC75711.2	1	220	None	219	-823.1397	-3.758629
AAC75712.1	1	149	None	148	-559.8009	-3.782439
AAC75713.1	1	52	None	51	-196.9578	-3.861918
AAC75714.1	1	99	None	98	-388.3319	-3.96257
AAC75715.1	1	174	None	173	-676.2354	-3.908875
AAC75716.1	1	134	None	133	-501.1424	-3.767988
AAC75717.1	1	149	None	148	-581.5148	-3.929154
AAC75718.1	1	114	None	113	-443.8724	-3.928074
AAC75719.2	1	109	None	108	-421.7779	-3.905351
AAC75720.1	1	81	None	80	-305.788	-3.82235
AAC75721.1	1	136	None	135	-526.2851	-3.898408
AAC75722.1	1	714	None	713	-2699.942	-3.786735
AAC75723.1	1	319	None	318	-1205.714	-3.791554
AAC75724.1	1	400	None	399	-1529.754	-3.833969
AAC75725.1	1	354	None	353	-1315.414	-3.726385
AAC75726.1	1	330	None	329	-1226.66	-3.72845
AAC75729.1	1	245	None	244	-950.1332	-3.893988
AAC75730.1	1	111	None	110	-428.7105	-3.897368
AAC75731.1	1	176	None	175	-677.8301	-3.873315
AAC75732.1	1	390	None	389	-1467.64	-3.772853
AAC75733.1	1	512	None	511	-1936.494	-3.789616
AAC75734.1	1	171	None	170	-638.7783	-3.75752
AAC75735.1	1	518	None	517	-1947.275	-3.76649
AAC75736.1	1	142	None	141	-558.484	-3.960879
AAC75737.1	1	188	None	187	-721.504	-3.85831
AAC75738.1	1	61	None	60	-242.303	-4.038384
AAC75739.1	1	876	None	875	-3291.099	-3.761256
